so_dang_ky,ten_thuoc,hoat_chat,noi_dung_dieu_tri,ma_icd,trang_thai_xac_nhan,dang_bao_che,danh_muc,ham_luong,url_nguon
VN-0548-06,Medrol,Methylprednisolone,"Chỉ định Methylprednisolone
Chỉ nên xem việc điều trị với các glucocorticoid như là việc điều trị triệu chứng, ngoại trừ trường hợp rối loạn nội tiết tố mà các thuốc này được dùng như một điều trị thay thế. Tiêm bắp: Methylprednisolone acetate không thích hợp trong các bệnh cấp nguy hại đến tính mạng. Nếu cần một tác động nội tiết tố với cường độ tối đa nhanh chóng, nên chỉ định tiêm tĩnh mạch methylprednisolone sodium succinate tan mạnh trong nước (Solu-Medrol). Khi không thể dùng thuốc theo đường uống và chế phẩm có thể thích hợp cho việc điều trị, tiêm bắp thịt được chỉ định như sau: Ðiều trị kháng viêm: Bệnh khớp: Ðiều trị hỗ trợ với một liệu pháp duy trì (giảm đau, liệu pháp vận động, vật lý trị liệu, vv) và điều trị trong một thời gian ngắn (để bệnh nhân vượt khỏi cơn cấp tính hoặc tình trạng tăng nặng của bệnh): - Viêm khớp do vẩy nến. - Viêm đốt sống do thấp. Ðối với các chỉ định sau đây, thường hay dùng tại chỗ nếu có thể: - Viêm xương khớp sau chấn thương. - Viêm bao hoạt dịch hay viêm xương khớp. - Viêm khớp dạng thấp, bao gồm viêm khớp trẻ em (các trường hợp đặc biệt cần phải sử dụng liệu pháp duy trì). - Viêm bao hoạt dịch cấp và bán cấp. - Viêm mõm lồi cầu. - Viêm bao gân cấp không đặc hiệu. - Viêm khớp cấp do bệnh thống phong. Bệnh tạo keo: Dùng trong pha tăng bệnh trầm trọng hay trong liệu pháp duy trì trong những trường hợp đặc biệt của: - Lupus (ban đỏ hệ thống). - Viêm tim cấp do thấp. - Viêm đa cơ. Bệnh về da: - Viêm da tấy (Pemphigus). - Ban đỏ đa dạng cấp tính (hội chứng Steven-Johnson). - Viêm da tróc vẩy. - Viêm da bóng nước do Herpes. - Viêm da tiết bả nhờn. - Bệnh vẩy nến nặng. - U sùi dạng nấm. Các trạng thái dị ứng: Kiểm soát các trạng thái dị ứng nặng hoặc khó trị đã thất bại với cách điều trị thông thường: - Hen phế quản. - Viêm da tiếp xúc. - Viêm da dị ứng. - Bệnh huyết thanh. - Viêm mũi dị ứng. - Dị ứng do dùng thuốc. - Phản ứng dịch truyền. - Phù thanh quản cấp tính không do nhiễm khuẩn. Các bệnh về mắt: Các tiến trình viêm và dị ứng cấp tính như: - Zona mắt. - Viêm mống mắt, viêm mống mắt thể mi. - Viêm màng mạch võng mạc. - Viêm màng mạch nho sau lan tỏa. - Viêm thần kinh thị. - Phản ứng nhạy cảm với thuốc. - Viêm tiền phòng mắt. - Viêm kết mạc dị ứng. - Loét giác mạc dị ứng. - Viêm giác mạc. Bệnh hệ tiêu hóa: Dùng để đưa bệnh nhân qua khỏi cơn nguy kịch của bệnh trong: - Viêm loét đại tràng. - Bệnh Crohn. Các tình trạng phù: - Ðể giúp bài niệu và giảm protein niệu trong hội chứng thận hư vô căn, không kèm urê máu cao, hay hội chứng thận hư do lupus ban đỏ. Bệnh của hệ hô hấp: - Bệnh Sarcoid phổi. - Ngộ độc berylli. - Lao phổi cấp hay lan tỏa khi đã được sử dụng thuốc kháng lao. - Hội chứng Loeffler không có khả năng dùng thuốc khác. - Viêm phổi hít. Ðiều trị các bệnh về huyêt học và ung thư: Các bệnh về huyết học: - Thiếu máu tán huyết mắc phải (tự miễn). - Giảm tiểu cầu thứ phát ở người lớn. - Giảm nguyên hồng cầu (thiếu máu RBC). - Thiếu máu giảm sản bẩm sinh (dòng hồng cầu). Bệnh ung thư: Ðiều trị tạm thời trong: - Bệnh bạch cầu và U lympho. - Bệnh bạch cầu cấp ở trẻ em. Các bệnh nội tiết: - Suy vỏ thượng thận tiên phát hay thứ phát. - Suy vỏ thượng thận cấp (hydrocortisone và cortisone là thuốc được ưu tiên chọn lựa). Những chất tương đồng tổng hợp có thể được dùng cùng với mineralocorticoid; ở trẻ em, sự cung cấp mineralocorticoid rất quan trọng. - Tăng sản thượng thận bẩm sinh. - Tăng calcium máu do ung thư. - Viêm tuyến giáp không sinh mủ. Tiêm vào bao hoạt dịch, túi hoạt dịch, quanh khớp hay mô mềm: Methylprednisolone acetate được chỉ định như một trị liệu hỗ trợ trong những đợt trị liệu ngắn ngày: - Viêm bao hoạt dịch của viêm xương khớp. - Viêm khớp dạng thấp. - Viêm bao hoạt dịch cấp và bán cấp. - Viêm khớp cấp do bệnh thống phong. - Viêm mõm lồi cầu. - Viêm bao gân cấp không đặc hiệu. - Viêm xương khớp sau chấn thương. Tiêm vào sang thương: Methylprednisolone acetate được chỉ định để tiêm vào trong sang thương trong những bệnh sau: - U sùi. - Các sang thương viêm trong phì đại tại chỗ, thâm nhiễm: mãng lichen, mãng vẩy nến, u hạt vòng và viêm da-thần kinh. - Rụng tóc từng vùng. Methylprednisolone acetate cũng được sử dụng trong bướu bàng quang hay u hạch thần kinh. Nhỏ giọt vào trực tràng: - Viêm loét đại tràng.",,Pending,Viên nén-4mg,,,https://thuocbietduoc.com.vn/thuoc-15643/medrol.aspx
VN-16821-13,Cofidec 200mg,Celecoxib 200mg,"Chỉ định Celecoxib
Ðiều trị triệu chứng bệnh viêm xương khớp, viêm khớp dạng thấp ở người trưởng thành.",,Pending,Viên nang cứng,,,https://thuocbietduoc.com.vn/thuoc-44616/cofidec-200mg.aspx
VD-26030-16,Ciforkid 250,Mỗi gói 3g chứa: Ciprofloxacin (dưới dạng Ciprofloxacin HCl) 250mg,"Chỉ định
Điều trị các bệnh nhiễm khuẩn do các tác nhân gây bệnh nhạy cảm với Ciprofloxacin như sau:


Nhiễm khuẩn đường mật, nhiễm khuẩn xương và khớp, nhiễm khuẩn tai mũi họng, nhiễm khuẩn mắt, nhiễm khuẩn đường ruột, nhiễm khuẩn lậu, nhiễm khuẩn ổ bụng, nhiễm khuẩn tử cung và buồng trứng, nhiễm khuẩn đường hô hấp, nhiễm khuẩn da và mô mềm, nhiễm khuẩn đường tiết niệu có hoặc không có biến chứng.


Dự phòng: trong những trường hợp có nguy cơ nhiễm khuẩn cao như mổ nội soi hoặc phẩu thuật đường ruột.


Trẻ em: Ciprofloxacin có thể sử dụng cho trẻ em và trẻ vị thành niên từ 1 -17 tuổi cho điều trị lựa chọn thứ 2 hoặc 3 trong nhiễm khuẩn đường tiết niệu có biến chứng và viêm thận-bể thận, điều trị bệnh xơ nang có viêm phổi cấp nặng do P.aeruginosa cho trẻ từ 5-17 tuổi.",,Pending,Bột pha hỗn dịch uống,,,https://thuocbietduoc.com.vn/thuoc-53991/ciforkid-250.aspx
VN-7424-03,Acnotin 10,Isotretinoin,"Chỉ định
Điều trị các dạng mụn trứng cá nặng, đặc biệt là mụn trứng cá dạng nang bọc.",,Pending,Viên nang mềm,,,https://thuocbietduoc.com.vn/thuoc-13229/acnotin-10.aspx
VNA-1141-03,Ibuprofen 400mg,Ibuprofen,"Chỉ định Ibuprofen
Liều thấp: điều trị các triệu chứng đau: đau đầu, đau răng, đau cơ, đau bụng kinh, hạ sốt.
 Liều cao (> 1200mg): 
- Ðiều trị dài hạn triệu chứng viêm xương khớp, thấp khớp mạn tính : viêm đa khớp dạng thấp, viêm cột sống dính khớp, viêm khớp vẩy nến, khớp đau và bất động. 
- Ðiều trị ngắn hạn các triệu chứng xảy ra ở thời kỳ mạn tính của bệnh viêm quanh khớp (viêm quanh vùng khớp vai cánh tay, viêm gân, viêm túi thanh mạc), đau lưng, viêm rễ thần kinh. Trị chấn thương, đau bụng kinh.",,Pending,Viên nén bao phim,,,https://thuocbietduoc.com.vn/thuoc-12841/ibuprofen-400mg.aspx
VD-26046-17,Sibetinic,"Flunarizin (tương đương flunarizin dihydroclorid 5,9mg) 5mg","Chỉ định Flunarizine
Dự phòng đau nửa đầu dạng cổ điển (có tiền triệu); hoặc đau nửa đầu dạng thông thường (không có tiền triệu). Ðiều trị triệu chứng chóng mặt tiền đình do rối loạn chức năng hệ thống tiền đình. Ðiều trị các triệu chứng do thiểu năng tuần hoàn não và suy giảm oxy tế bào não bao gồm: chóng mặt, nhức đầu nguyên nhân mạch máu, rối loạn kích thích, mất trí nhớ, kém tập trung và rối loạn giấc ngủ.",,Pending,Viên nén bao phim,,,https://thuocbietduoc.com.vn/thuoc-54007/sibetinic.aspx
VD-21507-14,Falgankid 250,Paracetamol 250mg/10ml,"Chỉ định
Điều trị làm giảm các triệu chứng sốt, đau nhức như: nhức đầu, đau răng, đau nhức do cảm cúm, đau họng, đau sau khi tiêm ngừa hay nhổ răng, đau do hành kinh, đau do vận động.",,Pending,Dung dịch uống,,,https://thuocbietduoc.com.vn/thuoc-48126/falgankid-250.aspx
VN-14268-11,Aerius,Desloratadine,"Chỉ định
- Giảm các triệu chứng viêm mũi dị ứng theo mùa, viêm mũi dị ứng quanh năm như hắt hơi, sổ mũi, ngứa, nghẹt mũi, kèm kích ứng mắt, chảy nước mắt & đỏ mắt, ngứa họng & ho.


- Giảm các triệu chứng mày đay mạn tính tự phát.",,Pending,Si rô,,,https://thuocbietduoc.com.vn/thuoc-41398/aerius.aspx
VD-18977-13,Dung dịch Milian,Mỗi lọ 20 ml chứa: Xanh methylen 400mg; Tím tinh thể 50mg,"Chỉ định Xanh methylen
Điều trị methemoglobin huyết mắc phải, hoặc không rõ nguyên nhân. Giải độc cyanid, nitroprusiat và các chất gây methemoglobin huyết. Sát khuẩn đường niệu sinh dục. Dùng tại chỗ để điều trị nhiễm virus ngoài da như Herpes simplex. Điều trị chốc lở, viêm da mủ. Làm thuốc nhuộm các mô trong một số thao tác chẩn đoán (nhuộm vi khuẩn, xác định lỗ dò...).",,Pending,Dung dịch dùng ngoài,,,https://thuocbietduoc.com.vn/thuoc-60118/dung-dich-milian.aspx
VN-18151-14,Crestor 20mg,Rosuvastatin (dưới dạng Rosuvastatin calci) 20mg;,"Chỉ định Rosuvastatin
Tăng cholesterol máu nguyên phát (loại IIa kể cả tăng cholesterol máu di truyền gia đình kiểu dị hợp tử) hoặc rối loạn lipid máu hỗn hợp (loại IIb): là một liệu pháp hỗ trợ cho chế độ ăn kiêng khi bệnh nhân không đáp ứng đầy đủ với chế độ ăn kiêng và các liệu pháp không dùng thuốc khác (như tập thể dục, giảm cân). Tăng cholesterol máu gia đình kiểu đồng hợp tử: dùng hỗ trợ cho chế độ ăn kiêng và các biện pháp điều trị giảm lipid khác (như ly trích LDL máu) hoặc khi các liệu pháp này không thích hợp.",,Pending,Viên nén bao phim,,,https://thuocbietduoc.com.vn/thuoc-46982/crestor-20mg.aspx
VD-30484-18,Atovze 10/10,Atorvastatin (dưới dạng Atorvastatin calci trihydrat) 10mg; Ezetimib 10mg,"Chỉ định Atorvastatin
Ðiều trị hỗ trợ cho chế độ ăn kiêng làm giảm cholesterol toàn phần, LDL, apolipoprotein B, triglycerid & làm tăng HDL ở bệnh nhân tăng cholesterol máu nguyên phát & rối loạn lipid máu hỗn hợp (type IIa & IIb); làm giảm triglycerid máu type IV). Ðiều trị rối loạn betalipoprotein máu nguyên phát (type III). Ðiều trị hỗ trợ với các biện pháp làm giảm lipid khác để làm giảm cholesterol toàn phần & LDL ở bệnh nhân tăng cholesterol máu có tính gia đình đồng hợp tử.",,Pending,Viên nén bao phim,,,https://thuocbietduoc.com.vn/thuoc-59413/atovze-1010.aspx
VD-26461-17,Dopagan 500 mg,Paracetamol 500mg,"Chỉ định Paracetamol
Paracetamol được dùng rộng rãi trong điều trị các chứng đau và sốt từ nhẹ đến vừa. 
* Giảm đau: 
Paracetamol được dùng giảm đau tạm thời trong điều trị chứng đau nhẹ và vừa: đau đầu, đau răng, đau bụng kinh... Thuốc có hiệu quả nhất là giảm đau cường độ thấp có nguồn gốc không phải nội tạng. Paracetamol không có tác dụng trị thấp khớp. Paracetamol là thuốc thay thế salicylat (được ưa thích ở người bệnh chống chỉ định hoặc không dung nạp salicylat) để giảm đau nhẹ hoặc hạ sốt. 
* Hạ sốt:


Paracetamol thường được dùng để giảm thân nhiệt ở người bệnh sốt, khi sốt có thể có hại hoặc khi hạ sốt nói chung không đặc hiệu, không ảnh hưởng đến tiến trình của bệnh cơ bản và có thể che lấp tình trạng bệnh của người bệnh.",,Pending,Viên nén,,,https://thuocbietduoc.com.vn/thuoc-54422/dopagan-500-mg.aspx
VD-1176-06,Enervon,Vitamin C 500mg; Vitamin B1 50mg; Riboflavin 20mg; Niacinamide 50mg; Pyridoxin hydroclorid 5mg; Vitamin B12 (Cyanocobalamin) 5mcg,"Chỉ định Vitamin B1
Phòng và điều trị bệnh Beri-beri. Điều trị các trường hợp đau nhức dây thần kinh lưng, hông và dây thần kinh sinh ba( phối hợp với các vitamin B6 và B12); Các trường hợp mệt mỏi, kém ăn, suy dinh dưỡng và rối loạn tiêu hoá.",,Pending,Viên bao phim,,,https://thuocbietduoc.com.vn/thuoc-22795/enervon.aspx
VN-17597-13,Nalgidon-400,Dexibuprofen 400mg,"Chỉ định Dexibuprofen
Dexibuprofen được chỉ định dùng trong điều trị:
+ Giảm đau và kháng viêm đối với đau bụng kinh, nhức đầu, hậu phẫu, đau răng, bong gân và phong thấp nhẹ.
+ Giảm đau các vùng nối cơ xương khớp như cột sống, xương khớp, viêm khớp.
+ Hạ sốt
Viêm khớp dạng thấp, viêm xương-khớp, viêm gân, viêm bao gân, viêm màng hoạt dịch, viêm cột sống, gút cấp, viêm khớp khô, bong gân, thâm tím, đau lưng. 
Giảm các chứng đau nhẹ & đau do cảm lạnh thông thường, sau phẫu thuật, nhức đầu, đau răng, đau cơ, đau dây thần kinh.",,Pending,Viên nén bao phim,,,https://thuocbietduoc.com.vn/thuoc-45283/nalgidon-400.aspx
VNB-3183-05,Donaklyn,"Acetaminophen, Ibuprofen","Chỉ định Paracetamol
Paracetamol được dùng rộng rãi trong điều trị các chứng đau và sốt từ nhẹ đến vừa. 
* Giảm đau: 
Paracetamol được dùng giảm đau tạm thời trong điều trị chứng đau nhẹ và vừa: đau đầu, đau răng, đau bụng kinh... Thuốc có hiệu quả nhất là giảm đau cường độ thấp có nguồn gốc không phải nội tạng. Paracetamol không có tác dụng trị thấp khớp. Paracetamol là thuốc thay thế salicylat (được ưa thích ở người bệnh chống chỉ định hoặc không dung nạp salicylat) để giảm đau nhẹ hoặc hạ sốt. 
* Hạ sốt:


Paracetamol thường được dùng để giảm thân nhiệt ở người bệnh sốt, khi sốt có thể có hại hoặc khi hạ sốt nói chung không đặc hiệu, không ảnh hưởng đến tiến trình của bệnh cơ bản và có thể che lấp tình trạng bệnh của người bệnh.",,Pending,Viên nén,,,https://thuocbietduoc.com.vn/thuoc-767/donaklyn.aspx
VNA-1664-04,Crocin 200mg,Cefixime,"Chỉ định Cefixime
Trong các nhiễm khuẩn sau đây gây ra bởi các chủng nhạy cảm với cefixime như Streptococcus sp. (ngoại trừ Enteroccus sp.), Streptococcus pneumoniae, Neisseria gonorrhoeae, Branhamella catarrhalis, Escherichia coli, Klebsiella sp., Serratia sp., Proteus sp. và Haemophilus influenzae:",,Pending,Viên nang,,,https://thuocbietduoc.com.vn/thuoc-5820/crocin-200mg.aspx
VD-24311-16,Diazepam 5mg,Diazepam 5mg,"Chỉ định Diazepam
Bệnh tâm thần kinh, rối loạn chức năng tự động, co thắt cơ, tạo thuận lợi khi sinh. Cơ co cứng do não hoặc thần kinh ngoại biên, co giật. Tiền mê trước khi phẫu thuật.",,Pending,Viên nén,,,https://thuocbietduoc.com.vn/thuoc-52275/diazepam-5mg.aspx
VN-12459-11,Avamys,Fluticasone furoate,"Chỉ định Fluticasone
Dùng dự phòng và điều trị chứng viêm mũi dị ứng theo mùa bao gồm dị ứng bụi hay phấn hoa (sốt cỏ khô) và viêm mũi quanh năm. Polyp mũi. 
Thuốc có khả năng kháng viêm nhưng khi dùng tại chỗ ở niêm mạc mũi không thấy có tác dụng toàn thân.",,Pending,Hỗn dịch xịt mũi,,,https://thuocbietduoc.com.vn/thuoc-38974/avamys.aspx
VNB-2076-04,Aspirin 81mg,Aspirin,"Chỉ định Aspirin
- Dự phòng thứ phát nhồi máu cơ tim & đột quỵ. - Giảm đau: các cơn đau nhẹ & vừa, hạ sốt, viêm xương khớp, đau cơ, đau bụng kinh. - Hạ sốt: do các nguyên nhân gây sốt( trừ sốt xuất huyết và sốt do các loại virus khác). - Chống viêm: dùng cho các trường hợp viêm nhẹ như viêm khớp dạng thấp, viêm xương khớp, viêm khớp do bệnh vẩy nến, viêm cơ, viêm màng hoạt dịch, viêm gân...",,Pending,Viên bao phim,,,https://thuocbietduoc.com.vn/thuoc-2482/aspirin-81mg.aspx
VNB-0746-03,"Calcitriol 0,25mcg",Calcitriol,"Chỉ định Calcitriol
Loãng xương sau mãn kinh. Loạn dưỡng xương do thận ở bệnh nhân bị suy thận mãn, đặc biệt ở bệnh nhân làm thẩm phân máu.",,Pending,Viên nang mềm,,,https://thuocbietduoc.com.vn/thuoc-4119/calcitriol-025mcg.aspx
VD-27437-17,Gebhart,Mỗi gói 10g chứa: Guaiazulen 4mg; Dimethicon 3000mg,"Làm giảm các cơn đau dạ dày
Bảo vệ  niêm mạc  dạ dày khỏi sự tấn công của vi khuẩn và các hóa chất độc hại  có trong thức ăn đưa vào
Chữa chướng bụng, đầy hơi


Ngoài ta thuốc còn có thể có những tác dụng khác đã được phê duyệt nhưng không được thông tin đầy đủ trên nhãn thuốc nhưng vẫn được bác sĩ chỉ định.",,Pending,Gel uống,,,https://thuocbietduoc.com.vn/thuoc-56341/gebhart.aspx
VN-17923-14,Nolpaza 40mg,Pantoprazole (dưới dạng Pantoprazole natri sesquihydrate) 40mg,"Chỉ định Pantoprazole
- Loét dạ dày tá tràng- Bệnh trào ngược dạ dày thực quản (GERD).",,Pending,Viên nén bao phim kháng dịch dạ dày,,,https://thuocbietduoc.com.vn/thuoc-45923/nolpaza-40mg.aspx
VD-25263-16,Metsav 1000,Metformin hydrochlorid 1000mg,"Chỉ định Metformin
Metformin hydrochloride là một biguanide hạ đuờng huyết dùng điều trị bệnh tiểu đường không phụ thuộc insulin khi không thể kiểm soát đường huyết bằng chế độ ăn kiêng đơn thuần. Thuốc có thể được kê toa ở những bệnh nhân không còn đáp ứng với các sulfonylurea, thêm vào dẫn chất sulfonylurea đang sử dụng. Ở bệnh nhân béo phì thuốc có thể gây ra giảm cân có lợi, đôi khi tác dụng này là lý do căn bản của sự kết hợp insulin và metformin ở bệnh tiểu đường phụ thuộc insulin.",,Pending,Viên nén bao phim,,,https://thuocbietduoc.com.vn/thuoc-53266/metsav-1000.aspx
VN-0437-06,Topamax,Topiramate 25mg,"Chỉ định
- Ðiều trị đơn độc hoặc hỗ trợ cơn động kinh khởi phát cục bộ hoặc có cơn động kinh toàn thể có co cứng - giật rung. - Phòng ngừa đau nửa đầu.",,Pending,Viên nén,,,https://thuocbietduoc.com.vn/thuoc-21637/topamax.aspx
VD-10162-10,Farzincol,Kẽm Gluconat 70 mg tương đương 10 mg Kẽm,"Chỉ định Zinc Gluconate
Hỗ trợ điều trị tiêu chảy cấp và mạn tính. Hỗ trợ điều trị và phòng bệnh thiếu kẽm ở trẻ nhỏ và người lớn. Giúp hỗ trợ biếng ăn, tăng cường miễn dịch, nâng cao sức đề kháng.",,Pending,Viên nén,,,https://thuocbietduoc.com.vn/thuoc-35534/farzincol.aspx
