so_dang_ky,ten_thuoc,hoat_chat,noi_dung_dieu_tri,dang_bao_che,danh_muc,ham_luong,url_nguon
VN-8128-04,Rocephin,Ceftriaxone,"Chỉ định Ceftriaxone
Điều trị nhiễm khuẩn nặng do đã kháng cephalosporin thế hệ I và thế hệ II: Nhiễm khuẩn huyết. Viêm màng não, áp xe não, viêm màng trong tim. Nhiễm khuẩn ổ bụng, xương khớp, da & mô liên kết. Nhiễm khuẩn đường hô hấp nặng, đặc biệt là viêm phổi, viêm tai giữa. Nhiễm khuẩn thận, tiết niệu, sinh dục, bao gồm lậu cầu. Nhiễm khuẩn ở người suy giảm sức đề kháng. Phòng ngừa nhiễm khuẩn trong phẫu thuật.",Thuốc bột pha tiêm,,,https://thuocbietduoc.com.vn/thuoc-6621/rocephin.aspx
VN-16394-13,Secnol 2g,Secnidazole 2g,"Chỉ định Secnidazole
Bệnh amib ở ruột và ở gan. Bệnh giardia. Viêm âm đạo và niệu đạo do trichomonas vaginalis. Viêm âm đạo không đặc hiệu (nhiễm khuẩn âm đạo).",Thuốc cốm,,,https://thuocbietduoc.com.vn/thuoc-44149/secnol-2g.aspx
VD-23249-15,Thuốc ho K/H,Mỗi chai 100ml chứa các chất chiết xuất từ: Ma hoàng 15g; Quế chi 10g; Khổ hạnh nhân 20g; Cam thảo 10g,"Chỉ định Quế chi
- Ngoại cảm phong hàn dùng Quế chi với Ma hoàng để phát hãn, giải cảm như trong bài Ma Hoàng Thang. Y học hiện đại tìm ra rằng nước sắc của quế có tính kháng một số loại khuẩn bệnh cúm. 
- Hành kinh bị đau dùng Quế chi thể ấm huyết, tán ứ, hành khí.
- Thể phong hàn của hội chứng hư biểu biểu hiện như ra mồ hôi, sợ gió, sốt dùng Quế chi với Bạch thược trong bài Quế chi Thang. 
- Ðau khớp do nhiễm phong, hàn và thấp biểu hiện như đau các khớp, chân tay, vai và lưng dùng Quế chi với Phụ tử. 
- Tâm Tỳ dương hư biểu hiện như trống ngực, phù và thở nông dùng Quế chi với Phục linh và Bạch truật. 
- Dương suy ở ngực biểu hiện như đau ngực, trống ngực hoặc rối loạn nhịp tim dùng Quế chi với Giới bạch, Qua lâu, Đào nhân, Mẫu đơn bì và Phục linh trong bài Quế chi Phục Linh Thang.",Siro,,,https://thuocbietduoc.com.vn/thuoc-50367/thuoc-ho-kh.aspx
VN-20704-17,Dilorop Eye Drops,Diclofenac Natri,"Chỉ định Diclofenac
Ðiều trị ngắn hạn trong những trường hợp viêm đau cấp tính như trong các chuyên khoa tai mũi họng, răng hàm mặt, sản phụ khoa ... và cơn đau bụng kinh, sau chấn thương hoặc phẫu thuật, cơn migrain, đau trong hội chứng cột sống, thấp ngoài khớp.",Dung dịch nhỏ mắt,,,https://thuocbietduoc.com.vn/thuoc-55912/dilorop-eye-drops.aspx
VD-10450-10,Parazacol 1000,paracetamol 1000mg/100ml,"Chỉ định Paracetamol
Paracetamol được dùng rộng rãi trong điều trị các chứng đau và sốt từ nhẹ đến vừa. 
* Giảm đau: 
Paracetamol được dùng giảm đau tạm thời trong điều trị chứng đau nhẹ và vừa: đau đầu, đau răng, đau bụng kinh... Thuốc có hiệu quả nhất là giảm đau cường độ thấp có nguồn gốc không phải nội tạng. Paracetamol không có tác dụng trị thấp khớp. Paracetamol là thuốc thay thế salicylat (được ưa thích ở người bệnh chống chỉ định hoặc không dung nạp salicylat) để giảm đau nhẹ hoặc hạ sốt. 
* Hạ sốt:


Paracetamol thường được dùng để giảm thân nhiệt ở người bệnh sốt, khi sốt có thể có hại hoặc khi hạ sốt nói chung không đặc hiệu, không ảnh hưởng đến tiến trình của bệnh cơ bản và có thể che lấp tình trạng bệnh của người bệnh.",,,,https://thuocbietduoc.com.vn/thuoc-36299/parazacol-1000.aspx
VD-29668-18,Sitagibes 100,Sitagliptin (Dưới dạng Sitagliptin phosphat monohydrat) 100 mg,"Chỉ định Sitagliptin
Đơn trị liệu Sitagliptin được dùng như liệu pháp hỗ trợ cho chế độ ăn kiêng và vận động thể lực để cải thiện kiểm soát đường huyết ở bệnh nhân đái tháo đường típ 2. Kết hợp với Metformin Sitagliptin được chỉ định ở bệnh nhân đái tháo đường típ 2 để cải thiện kiểm soát đường huyết bằng cách kết hợp với metformin như liệu pháp ban đầu hoặc khi metformin đơn trị liệu cùng chế độ ăn kiêng và vận động thể lực không kiểm soát được đường huyết thích đáng. Kết hợp với một sulfamid hạ đường huyết Sitagliptin được chỉ định ở bệnh nhân đái tháo đường típ 2 để cải thiện kiểm soát đường huyết bằng cách kết hợp với sulfamid hạ đường huyết đơn trị liệu cùng chế độ ăn kiêng và vận động thể lực không kiểm soát được đường huyết thích đáng. Kết hợp với chất chủ vận PPARγ Sitagliptin được chỉ định ở bệnh nhân đái tháo đường típ 2 để cải thiện kiểm soát đường huyết bằng cách kết hợp với chất chủ vận PPARγ (như nhóm thiazolidinediones) khi chất đồng vận PPARγ đơn trị liệu cùng chế độ ăn kiêng và vận động thể lực không kiểm soát được đường huyết thích đáng. Kết hợp với Metformin và một sulfamide hạ đường huyết Sitagliptin được chỉ định ở bệnh nhân đái tháo đường típ 2 để cải thiện kiểm soát đường huyết bằng cách kết hợp với metformin và một sulfamide hạ đường huyết khi hai loại thuốc này cùng chế độ ăn kiêng và vận động thể lực không kiểm soát được đường huyết thích đáng. Kết hợp với Metformin và một chất chủ vận PPARγ Sitagliptin được chỉ định ở bệnh nhân đái tháo đường típ 2 để cải thiện kiểm soát đường huyết bằng cách kết hợp với metformin và một chất chủ vận PPARγ (như thiazolidinediones) khi hai loại thuốc này cùng chế độ ăn kiêng và vận động thể lực không kiểm soát được đường huyết thích đáng.",Viên nén bao phim,,,https://thuocbietduoc.com.vn/thuoc-58172/sitagibes-100.aspx
VD-4912-08,Donaton 20,Tadalafil,"Chỉ định Tadalafil
Các trường hợp bị rối loạn cương dương. Cần có hoạt động kích thích tình dục thì thuốc mới có hiệu quả. Không có chỉ định thuốc cho phụ nữ.",Viên nén bao phim,,,https://thuocbietduoc.com.vn/thuoc-24534/donaton-20.aspx
VNB-0255-02,Euca OPC,"Codeine, Eucalyptol, Bromoform, Guaiacol, Phenol","Chỉ định Codeine
Ho khan. Đau nhẹ và vừa.",Viên nang mềm,,,https://thuocbietduoc.com.vn/thuoc-8946/euca-opc.aspx
VD-28629-17,Cadifast 120,Fexofenadin HCl 120 mg,"Chỉ định Fexofenadine
- Ðiều trị các triệu chứng viêm mũi dị ứng ở người lớn và trẻ em ≥ 12 tuổi. 
- Những triệu chứng được điều trị có hiệu quả là: hắt hơi, chảy nước mũi, ngứa vòm miệng và họng, mắt ngứa đỏ và chảy nước mắt.",Viên nén bao phim (màu vàng),,,https://thuocbietduoc.com.vn/thuoc-55271/cadifast-120.aspx
VN-19827-16,Novaduc-40,Telmisartan 40mg,"Chỉ định Telmisartan
Ðiều trị cao huyết áp vô căn.",Viên nén,,,https://thuocbietduoc.com.vn/thuoc-50943/novaduc-40.aspx
VN-8815-04,Co diovan,"Valsartan, Hydrochlorothiazide","Chỉ định
Điều trị cao huyết áp. 
Điều trị cao huyết áp ở bệnh nhân huyết áp không kiểm soát đúng mức khi điều trị bằng phương pháp đơn trị liệu.
Loại thuốc phối hợp này được dùng trong liệu pháp điều trị tuyến hai.",Viên nén bao phim,,,https://thuocbietduoc.com.vn/thuoc-21955/co-diovan.aspx
VD-1209-06,Prednisolon 5mg,Prednisolone,"Chỉ định Prednisolone
Viêm mống mắt, viêm mống mắt-thể mi, viêm củng mạc, viêm thượng cũng mạc, viêm màng bồ đào. 
Viêm khớp dạng thấp, lupus ban đỏ toàn thân, một số thể viêm mạch: viêm động mạch thái dương và viêm quanh động mạch nút, bệnh sarcoid, hen phế quản, viêm loét đại tràng, thiếu máu tan huyết, giảm bạch cầu hạt và những bệnh dị ứng bao gồm cả phản vệ. 
Ung thư như bệnh bạch cầu cấp, u lympho, ung thư vú và ung thư tuyến tiền liệt ở giai đoạn cuối.",Viên nang,,,https://thuocbietduoc.com.vn/thuoc-18211/prednisolon-5mg.aspx
VN-20531-17,Combilipid Peri Injection,"Túi 3 ngăn 1440 ml chứa: Dung dịch A (Dung dịch glucose 11,0%) 885ml; Dung dịch B 300ml chứa: L-alanin 4,8g; L-arginin 3,39g; L-Aspartic acid 1,02g; L-Glutamic acid 1,68g; Glycin 2,37g; L-histidin 2,04g; L-isoleucin ; Túi 3 ngăn 1920 ml chứa: Dung dịch A","Chỉ định L-Arginin
Được sử dụng trong các rối loạn chức năng gan. Điều trị hỗ trợ các rối loạn khó tiêu. Tăng amoniac huyết bẩm sinh hoặc do suy giảm chu trình ure.",Nhũ tương tiêm truyền tĩnh mạch ngoại vi,,,https://thuocbietduoc.com.vn/thuoc-55683/combilipid-peri-injection.aspx
VN-15819-12,Zovitit,Aciclovir,"Chỉ định Acyclovir
*Viên nén: Nhiễm virus herpes simplex da và niêm mạc, bao gồm herpes sinh dục khởi phát và tái phát. Ngăn chặn việc tái nhiễm herpes simplex trên người có miễn dịch bình thường.",Viên nang chứa vi hạt,,,https://thuocbietduoc.com.vn/thuoc-43131/zovitit.aspx
VD-9422-09,Ashtutin,"Dextromethorphan hydrobromid 5mg; Amoni clorid 50mg; Clorpheniramin maleat 1,33mg; Glyceryl guaiacolat 50mg","Chỉ định Dextromethorphan
Chứng ho do họng & phế quản bị kích thích khi cảm lạnh thông thường hoặc khi hít phải các chất kích thích. Ho không đờm, mạn tính.",Sirô,,,https://thuocbietduoc.com.vn/thuoc-60141/ashtutin.aspx
VD-24531-16,Dạ dày nhất nhất,Cao khô dược liệu (tương đương với: Bán hạ 270mg; Cam thảo 630mg; Chè dây 945mg; Can khương 360mg; Hương phụ 720mg; Khương hoàng 720mg; Mộc hương 45mg; Trần bì 90mg) 370mg,"Chỉ định Cam thảo
Chỉ thống, thanh nhiệt, giải độc, tâm khí hư, táo nhiệt thương tổn tân dịch, viêm họng, đinh nhọt sưng độc, trúng độc, điều hoà các vị thuốc.",Viên nén bao phim,,,https://thuocbietduoc.com.vn/thuoc-52496/da-day-nhat-nhat.aspx
VN-0879-06,Bactrim,"Trimethoprim, sulfamethoxazole","Chỉ định Trimethoprim
Ðợt cấp của viêm phế quản mạn. Dự phòng lâu dài nhiễm khuẩn tiết niệu tái phát. Nhiễm khuẩn tiết niệu dưới cấp tính nhạy cảm với trimethoprim. Viêm phổi do Pneumocystis carinii.",Viên nén,,,https://thuocbietduoc.com.vn/thuoc-21849/bactrim.aspx
VD-11510-10,Sulpragi,Sulpirid 50mg,"Chỉ định Sulpiride
Ðiều trị ngắn hạn các triệu chứng lo âu ở người lớn khi không đáp ứng với các điều trị chuẩn. 
Các rối loạn hành vi nặng (kích động, tự làm tổn thương, bắt chước rập khuôn) ở trẻ trên 6 tuổi, đặc biệt trong bệnh cảnh của hội chứng tự kỷ.",,,,https://thuocbietduoc.com.vn/thuoc-35301/sulpragi.aspx
VD-23188-15,Nasolspray,Natri chlorid 450mg/50ml,"Chỉ định Natri chlorid
Phòng chống các bệnh răng miệng: viêm lợi, viêm chân răng, viêm họng, viêm amidan ... Các bệnh lây qua đường hô hấp; Rửa mũi, tai, các vết mẩn ngứa, dị ứng; Dùng súc miệng, làm nước đánh răng hàng ngày, dùng cho trẻ nhỏ rơ lưỡi; Dùng ngoài trong các trường hợp khác: rửa vết thương kín phòng ngừa nhiễm trùng, rửa mặt làm sạch da phòng ngừa mụn.",Thuốc xịt mũi,,,https://thuocbietduoc.com.vn/thuoc-50281/nasolspray.aspx
VD-22543-15,Neo corclion,Terpin hydrat 100mg; Dextromethorphan HBr 10 mg,"Chỉ định
- Điều trị các triệu chứng ho, long đờm, mãn tính; hay ho do họng và phế quản bị kích thích khi cảm lạnh thông thường hoặc khi hít phải chất kích thích.",Viên bao đường,,,https://thuocbietduoc.com.vn/thuoc-50094/neo-corclion.aspx
VD-0556-06,Sirnakarang,Cao khô kim tiền thảo,"Chỉ định Kim tiền thảo
Tính vị, công năng
Kim tiền thảo có vị ngọt, tính mát, vào các kinh: can, thận, bàng quang, có tác dụng thanh nhiệt, trừ thấp, lợi tiểu.
Công dụng
Kim tiền thảo được dùng chữa sỏi đường tiết niệu, sỏi mật, viêm gan vàng da, viêm thận phù thũng, nhiệt lâm, thạch lâm.",Thuốc cốm,,,https://thuocbietduoc.com.vn/thuoc-4755/sirnakarang.aspx
VNB-0603-00,Fourdiphar moritacin,"Vitamin B1, Vitamin B6, Vitamin D, Vitamin E, Vitamin PP, Cao sâm","Chỉ định Vitamin B1
Phòng và điều trị bệnh Beri-beri. Điều trị các trường hợp đau nhức dây thần kinh lưng, hông và dây thần kinh sinh ba( phối hợp với các vitamin B6 và B12); Các trường hợp mệt mỏi, kém ăn, suy dinh dưỡng và rối loạn tiêu hoá.",Viên bao phim,,,https://thuocbietduoc.com.vn/thuoc-22479/fourdiphar-moritacin.aspx
VD-27505-17,Amilavil 10 mg,Amitriptylin hydroclorid 10mg,"Chỉ định Amitriptyline
Điều trị trầm cảm, đặc biệt trầm cảm nội sinh( loạn tân thần hưng trầm cảm );. Thuốc có ít tác dụng với trầm cảm phản ứng. Điều trị chon lọc một số trường hợp đái dầm ban đêm ở trẻ em lớn.",Viên nén bao phim,,,https://thuocbietduoc.com.vn/thuoc-54803/amilavil-10-mg.aspx
VD-21288-14,Berzencin,Berberin clorid 100 mg,"Chỉ định Berberine
Nhiễm trùng đường ruột. Tiêu chảy. Lỵ trực trùng, hội chứng lỵ. Viêm ống mật.",Viên nang cứng,,,https://thuocbietduoc.com.vn/thuoc-47907/berzencin.aspx
VD-10444-10,Mife-200,Mifepriston 200mg,"Chỉ định Mifepristone
- Mifepristone (10mg) được dùng cho những trường hợp tránh thai khẩn cấp sau giao hợp không được bảo vệ.
- Sử dụng như một loại thuốc gây sẩy thai để chấm dứt thai kỳ trong tử cung.",Viên nén,,,https://thuocbietduoc.com.vn/thuoc-36329/mife-200.aspx
VD-26977-17,Calcimax,"Mỗi 5ml chứa: Calci ascorbat khan (dưới dạng Calci ascorbat) 250mg; Lysin hydroclorid 141,7mg; Acid ascorbic (dưới dạng Lysin ascorbat) 136,6mg","Chỉ định
Điều trị triệu chứng suy nhược chức năng khi không phát hiện bệnh lý thực thể.
CALCIMAX® giúp mau hồi phục trong thời kỳ dưỡng bệnh.
Mệt mỏi, biếng ăn.",Dung dịch uống,,,https://thuocbietduoc.com.vn/thuoc-55285/calcimax.aspx
VD-11139-10,Doliprane 500mg,Paracetamol 500mg,"Chỉ định Paracetamol
Paracetamol được dùng rộng rãi trong điều trị các chứng đau và sốt từ nhẹ đến vừa. 
* Giảm đau: 
Paracetamol được dùng giảm đau tạm thời trong điều trị chứng đau nhẹ và vừa: đau đầu, đau răng, đau bụng kinh... Thuốc có hiệu quả nhất là giảm đau cường độ thấp có nguồn gốc không phải nội tạng. Paracetamol không có tác dụng trị thấp khớp. Paracetamol là thuốc thay thế salicylat (được ưa thích ở người bệnh chống chỉ định hoặc không dung nạp salicylat) để giảm đau nhẹ hoặc hạ sốt. 
* Hạ sốt:


Paracetamol thường được dùng để giảm thân nhiệt ở người bệnh sốt, khi sốt có thể có hại hoặc khi hạ sốt nói chung không đặc hiệu, không ảnh hưởng đến tiến trình của bệnh cơ bản và có thể che lấp tình trạng bệnh của người bệnh.",,,,https://thuocbietduoc.com.vn/thuoc-36091/doliprane-500mg.aspx
VN-13168-11,Dezor Cream,Ketoconazole,"Chỉ định Ketoconazole
- Nhiễm nấm ở da, tóc và móng do vi nấm ngoài da và/hoặc nấm men (nấm da cạn, nấm móng, nhiễm Candida quanh móng, lang ben, nấm da đầu, viêm nang lông do Pityrosporum, nhiễm vi nấm Candida niêm mạc và da mãn tính) mà các trường hợp nhiễm này không thể điều trị tại chỗ được do vị trí hoặc sự lan rộng của thương tổn, hoặc do nhiễm vi nấm sâu ở da, hay không đáp ứng với điều trị tại chỗ.
 - Nhiễm nấm men ở đường tiêu hóa. 
- Nhiễm candida âm đạo tái phát, mãn tính mà không đáp ứng với điều trị tại chỗ.
 - Nhiễm nấm nội tạng như nhiễm Candida nội tạng, nhiễm Paracoccidioides, Histoplasma, Coccidioides, Blastomyces. 
- Ðiều trị dự phòng cho những bệnh nhân giảm sút cơ chế đề kháng (do di truyền, do bệnh lý, hoặc do thuốc) với nguy cơ gia tăng các nhiễm vi nấm. Ketoconazole không thâm nhập tốt vào hệ thần kinh trung ương, vì vậy không nên điều trị viêm màng não do nấm bằng ketoconazole đường uống.",Kem bôi ngoài,,,https://thuocbietduoc.com.vn/thuoc-38348/dezor-cream.aspx
